,Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD,geometry
2494,EMBU ,62294000,1,119.0,62,EMBU,SÃO PAULO,DAEE-SP,-23.6333,-46.8333,1972/11/01,1981/05/04,10,20.8,4,60.0,POINT (-5213459.10816862 -2708787.357336027)
2495,CAXINGUI ,62299000,1,71.2,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.5667,-46.7,1972/10/21,1976/09/12,5,1.5,2,60.0,POINT (-5198620.220045876 -2700696.807137534)
2496,BAIXO COTIA - SABESP,62320000,1,242.0,62,CARAPICUÍBA,SÃO PAULO,DAEE-SP,-23.5333,-46.85,1965/06/01,1987/10/31,23,0.0,21,8.7,POINT (-5215318.143664867 -2696640.9290919458)
2497,SAGRADO CORAÇÃO ,62324000,1,134.0,62,JANDIRA,SÃO PAULO,DAEE-SP,-23.5167,-46.9,1971/03/01,1982/09/30,12,0.7,10,16.7,POINT (-5220884.11820453 -2694625.5165367294)
2498,SÃO JOÃO DO BARUERI,62326000,1,169.0,62,BARUERI,SÃO PAULO,EMAE,-23.5094,-46.8892,1982/09/01,1991/04/30,10,29.8,3,70.0,POINT (-5219681.867703963 -2693739.301102715)
2499,EDGARD DE SOUZA MONTANTE,62332000,1,4760.0,62,SANTANA DE PARNAÍBA,SÃO PAULO,DAEE-SP,-23.4667,-46.8833,1971/01/01,1972/08/31,2,0.0,1,50.0,POINT (-5219025.082708282 -2688556.5310583576)
2500,PCH PIRAPORA MONTANTE,62335000,1,4670.0,62,SANTANA DE PARNAÍBA,SÃO PAULO,PIRAPORA,-23.4411,-46.9089,1931/01/01,2015/06/29,85,71.9,20,76.5,POINT (-5221874.8616725905 -2685450.1006774274)
2501,QUINTA COLÔNIA ,62350000,1,389.0,62,FRANCO DA ROCHA,SÃO PAULO,DAEE-SP,-23.3167,-46.7,1963/07/11,1969/12/31,7,0.0,6,14.3,POINT (-5198620.220045876 -2670363.341731192)
2502,FRANCO DA ROCHA,62358000,1,477.0,62,FRANCO DA ROCHA,SÃO PAULO,ANA,-23.3333,-46.7333,1962/07/08,1978/12/31,17,0.0,16,5.9,POINT (-5202327.1590892915 -2672375.708574223)
2503,FRANCO DA ROCHA ,62358001,1,397.0,62,FRANCO DA ROCHA,SÃO PAULO,DAEE-SP,-23.3333,-46.7167,1980/02/01,1992/03/31,13,12.3,8,38.5,POINT (-5200479.255542124 -2672375.708574223)
2504,PERUS (CMSP)  ,62365000,1,603.0,62,SÃO PAULO,SÃO PAULO,DAEE-SP,-23.4,-46.7833,1973/05/11,1979/10/03,7,0.0,5,28.6,POINT (-5207893.133628955 -2680464.0819783336)
2505,JARDIM SANTA MARIA ,62385000,1,103.0,62,CAMPO LIMPO PAULIST,SÃO PAULO,DAEE-SP,-23.2,-46.75,1972/11/01,1978/07/09,7,1.5,4,42.9,POINT (-5204186.194585539 -2656223.2399355415)
2506,CAMPO LIMPO ,62385100,1,101.0,62,CAMPO LIMPO PAULIST,SÃO PAULO,DAEE-SP,-23.2089,-46.7464,1979/06/28,2002/12/31,24,0.0,22,8.3,POINT (-5203785.444418684 -2657301.1839675508)
2507,JUNDIAÍ,62390000,1,263.0,62,JUNDIAÍ,SÃO PAULO,ANA,-23.1833,-46.8833,1963/12/01,1991/09/30,29,36.8,16,44.8,POINT (-5219025.082708282 -2654200.7745448784)
2508,ITUPEVA,62395000,1,632.0,62,ITUPEVA,SÃO PAULO,ANA,-23.1503,-47.0578,1972/01/01,2014/12/31,43,4.7,36,16.3,POINT (-5238450.333851709 -2650205.028087539)
2509,ITAICI,62400000,1,795.0,62,INDAIATUBA,SÃO PAULO,ANA,-23.1167,-47.1833,1963/12/17,1978/12/31,16,0.0,14,12.5,POINT (-5252420.929946265 -2646137.6425709594)
2510,ITAICÁ,62400100,1,795.0,62,INDAIATUBA,SÃO PAULO,DAEE-SP,-23.1072,-47.1794,1972/09/01,2018/07/31,47,40.5,23,51.1,POINT (-5251986.783932172 -2644987.822439179)
2511,ADUTORA ,62400200,1,1110.0,62,SALTO,SÃO PAULO,DAEE-SP,-23.2,-47.2667,1979/04/18,1981/03/31,3,23.9,0,100.0,POINT (-5261704.975478424 -2656223.2399355415)
2512,TIETÊ,62410000,1,9140.0,62,TIETÊ,SÃO PAULO,ANA,-23.1,-47.7167,1939/05/20,1978/12/31,40,0.0,39,2.5,POINT (-5311798.746335397 -2644116.434002208)
2513,MONTE MOR,62420000,1,697.0,62,MONTE MOR,SÃO PAULO,ANA,-22.9589,-47.2964,1952/05/23,2016/03/31,65,2.2,57,12.3,POINT (-5265011.164354984 -2627049.0439606532)
2514,INDAIATUBA ,62423000,1,98.1,62,INDAIATUBA,SÃO PAULO,DAEE-SP,-23.0167,-47.2,1987/01/01,1988/07/31,2,0.0,1,50.0,POINT (-5254279.965442513 -2634038.3450617017)
2515,FAZENDA ITAPEVA ,62428000,1,1310.0,62,RAFARD,SÃO PAULO,DAEE-SP,-23.0175,-47.5769,1980/08/01,1996/12/31,17,0.8,10,41.2,POINT (-5296236.281522498 -2634135.1037911223)
2516,UHE ITUPARARANGA MONTANTE 2,62472800,1,165.0,62,IBIÚNA,SÃO PAULO,CBA,-23.7197,-47.1872,2013/12/12,2017/12/31,5,1.9,3,40.0,POINT (-5252855.075960359 -2719289.34222609)
2517,UHE ITUPARARANGA MONTANTE 1,62473200,1,292.0,62,IBIÚNA,SÃO PAULO,CBA,-23.6411,-47.1633,2013/12/10,2017/12/31,5,0.0,4,20.0,POINT (-5250194.540130399 -2709735.168230283)
2518,PAIOL PEQUENO ,62474000,1,325.0,62,IBIÚNA,SÃO PAULO,DAEE-SP,-23.6253,-47.1875,1980/07/29,2000/12/31,21,2.8,11,47.6,POINT (-5252888.471807597 -2707815.3022480602)
2519,RAPOSO TAVARES,62477000,1,1040.0,62,SOROCABA,SÃO PAULO,ANA,-23.5233,-47.4494,2011/06/08,2015/11/30,5,6.8,1,80.0,POINT (-5282043.046446355 -2695426.794702402)
2520,CORUMBÁ,62477100,1,2010.0,62,IPERO,SÃO PAULO,DAEE-SP,-23.3639,-47.615,1978/07/06,2018/05/31,41,1.0,36,12.2,POINT (-5300477.554121722 -2676085.9115781737)
2521,EDEN (PIRAJIBU),62478000,1,345.0,62,SOROCABA,SÃO PAULO,ANA,-23.4161,-47.4061,1969/10/07,2014/09/27,46,9.1,34,26.1,POINT (-5277222.912495006 -2682417.058025842)
2522,SALTO DE PIRAPORA,62490000,1,359.0,62,SALTO DE PIRAPORA,SÃO PAULO,ANA,-23.6381,-47.5722,1946/09/16,2014/09/30,69,1.3,64,7.2,POINT (-5295713.079915769 -2709370.6188954585)
2523,BAIRRO DO SARAPU,62496000,1,1430.0,62,ITAPETININGA,SÃO PAULO,ANA,-23.4833,-47.8,1945/08/10,1978/12/31,34,0.0,33,2.9,POINT (-5321071.659918476 -2690571.1790195946)
2524,BAIRRO SARAPU ,62496001,1,1550.0,62,TATUÍ,SÃO PAULO,DAEE-SP,-23.3994,-47.7567,1966/01/01,2018/06/30,53,6.2,44,17.0,POINT (-5316251.525967129 -2680391.304853304)
2525,UHE ITUPARARANGA JUSANTE,62510100,1,945.0,62,VOTORANTIM,SÃO PAULO,CBA,-23.5903,-47.4161,2014/01/31,2017/12/31,4,0.0,3,25.0,POINT (-5278336.107402939 -2703563.258907735)
2526,CGH SANTA HELENA JUSANTE,62512080,1,968.0,62,VOTORANTIM,SÃO PAULO,CBA,-23.5747,-47.4389,2013/12/28,2017/12/31,5,15.2,1,80.0,POINT (-5280874.1917930255 -2701668.4279750786)
2527,PCH VOTORANTIM JUSANTE,62512092,1,1065.0,62,VOTORANTIM,SÃO PAULO,CBA,-23.5414,-47.3944,2013/12/15,2017/12/31,5,0.3,3,40.0,POINT (-5275920.474452725 -2697624.445597945)
2528,VOTORANTIN ,62515000,1,1040.0,62,VOTORANTIM,SÃO PAULO,DAEE-SP,-23.5333,-47.45,1978/08/01,1983/08/31,6,16.4,3,50.0,POINT (-5282109.838140831 -2696640.9290919458)
2529,AMERICANA VELHA,62538000,1,3940.0,62,TATUÍ,SÃO PAULO,ANA,-23.3192,-47.7789,2011/12/08,2014/03/29,4,94.0,0,100.0,POINT (-5318722.818662738 -2670666.3929491634)
2530,FAZENDA CACHOEIRINHA,62540000,1,4410.0,62,TATUÍ,SÃO PAULO,ANA,-23.2311,-47.7842,1943/01/01,1983/12/07,41,3.8,37,9.8,POINT (-5319312.811963943 -2659990.3011701694)
2531,FAZENDA ZÍLIA ,62543000,1,322.0,62,TATUÍ,SÃO PAULO,DAEE-SP,-23.35,-47.8,1972/09/27,1975/04/28,4,1.2,1,75.0,POINT (-5321071.659918476 -2674400.4518977026)
2532,BAIRRO ENTRE RIOS,62545000,1,5210.0,62,LARANJAL PAULISTA,SÃO PAULO,DAEE-SP,-23.0167,-47.8167,1943/07/03,2018/05/31,76,36.6,39,48.7,POINT (-5322930.695414725 -2634038.3450617017)
2533,LARANJAL PAULISTA,62555000,1,5200.0,62,LARANJAL PAULISTA,SÃO PAULO,ANA,-23.0333,-47.8167,1969/01/01,1978/12/31,10,0.0,10,0.0,POINT (-5322930.695414725 -2636046.2063374524)
2534,PCH SAN JUAN JUSANTE,62557000,1,5050.0,62,CERQUILHO,SÃO PAULO,FLP,-23.1461,-47.7956,2015/05/21,2018/12/31,4,4.6,2,50.0,POINT (-5320581.854158986 -2649696.549156184)
2538,GUARIPOCABA,62597000,1,1350.0,62,BRAGANÇA PAULISTA,SÃO PAULO,DAEE-SP,-22.9,-46.4667,1971/02/01,2018/07/31,48,19.6,32,33.3,POINT (-5172649.3828438055 -2619929.8004916054)
2539,RIO ABAIXO (FAZ. CACHOEIRA),62600000,1,1690.0,62,BRAGANÇA PAULISTA,SÃO PAULO,ANA,-22.8831,-46.6319,1972/04/07,2014/12/31,43,0.0,42,2.3,POINT (-5191039.362722854 -2617887.6684532324)
2540,BUENÓPOLIS,62605000,1,1950.0,62,MORUNGABA,SÃO PAULO,DAEE-SP,-22.8506,-46.7797,1930/02/01,2018/07/31,89,8.5,76,14.6,POINT (-5207492.383462099 -2613961.205762819)
2541,PCH MACACO BRANCO JUSANTE,62610000,1,2090.0,62,PEDREIRA,SÃO PAULO,CPFL GERAÇÃO,-22.7878,-46.9008,2016/04/13,2018/12/31,3,15.1,0,100.0,POINT (-5220973.173797165 -2606376.72884882)
2542,JAGUARIÚNA,62615000,1,2180.0,62,JAGUARIUNA,SÃO PAULO,ANA,-22.7086,-46.9869,1930/07/03,2014/12/31,85,0.0,84,1.2,POINT (-5230557.781954465 -2596816.5692420886)
2543,FORMIGA ,62620000,1,102.0,62,MONTE ALEGRE DO SUL,SÃO PAULO,DAEE-SP,-22.7278,-46.4383,1971/11/08,1996/12/11,26,0.0,24,7.7,POINT (-5169487.909305276 -2599133.675068774)
2544,MONTE ALEGRE DO SUL,62622000,1,387.0,62,MONTE ALEGRE DO SUL,SÃO PAULO,DAEE-SP,-22.6869,-46.6786,1944/05/22,2018/07/31,75,0.1,71,5.3,POINT (-5196237.9829429 -2594198.1480426574)
2545,AMPARO,62625000,1,663.0,62,AMPARO,SÃO PAULO,ANA,-22.7114,-46.7808,1938/11/17,2014/12/31,77,0.7,71,7.8,POINT (-5207614.834901972 -2597154.460263232)
2546,FAZENDA BARRA,62628000,1,928.0,62,JAGUARIUNA,SÃO PAULO,DAEE-SP,-22.6756,-46.9675,1943/01/09,2018/07/31,76,9.6,60,21.1,POINT (-5228398.183833077 -2592834.802553723)
2547,USINA ESTER,62632000,1,3400.0,62,COSMÓPOLIS,SÃO PAULO,DAEE-SP,-22.6572,-47.2147,1943/05/01,2018/07/31,76,0.6,72,5.3,POINT (-5255916.361957174 -2590615.0821113153)
2548,QUEBRA POPA,62635000,1,4000.0,62,AMERICANA,SÃO PAULO,CPFL-FERROLIGAS,-22.6667,-47.2333,1960/01/01,1974/07/31,15,3.5,13,13.3,POINT (-5257986.904485929 -2591761.0962538803)
2549,FOZ DO JAGUARI,62635150,1,4045.0,62,LIMEIRA,SÃO PAULO,DAEE-SP,-22.6744,-47.2797,2009/01/01,2014/06/05,6,0.0,5,16.7,POINT (-5263152.128858737 -2592690.029101257)
2550,NAZARÉ PAULISTA,62655800,1,17.0,62,NAZARÉ PAULISTA,SÃO PAULO,ANA,-23.2103,-46.3553,2014/07/24,2019/10/31,6,5.5,2,66.7,POINT (-5160248.391569435 -2657470.754731797)
2551,NAZARÉ PAULISTA,62660000,1,315.0,62,NAZARÉ PAULISTA,SÃO PAULO,ANA,-23.1833,-46.3833,1952/08/14,1972/08/01,21,0.5,17,19.0,POINT (-5163365.337311646 -2654200.7745448784)
2552,NAZARÉ PAULISTA,62662000,1,358.0,62,NAZARÉ PAULISTA,SÃO PAULO,DAEE-SP,-23.1664,-46.4161,1971/01/01,2018/07/31,48,20.3,30,37.5,POINT (-5167016.616609666 -2652154.3449994917)
2553,JOANÓPOLIS,62663800,1,121.0,62,JOANÓPOLIS,SÃO PAULO,ANA,-22.9347,-46.2117,2013/06/01,2019/10/31,7,7.7,3,57.1,POINT (-5144262.9126915205 -2624123.6150394375)
2554,PIRACAIA,62665000,1,431.0,62,PIRACAIA,SÃO PAULO,ANA,-23.0517,-46.3653,1972/01/01,2014/12/31,43,3.9,39,9.3,POINT (-5161361.586477367 -2638272.0765476106)
2555,CRAVORANA ,62665100,1,407.0,62,PIRACAIA,SÃO PAULO,DAEE-SP,-23.0333,-46.3333,1971/01/01,1993/09/30,23,0.4,21,8.7,POINT (-5157799.362771982 -2636046.2063374524)
2556,CAPTAÇÃO DE PIRACAIA,62665900,1,406.0,62,PIRACAIA,SÃO PAULO,DAEE-SP,-23.0475,-46.3264,2009/01/01,2014/06/05,6,4.3,0,100.0,POINT (-5157031.2582855085 -2637763.970695196)
2557,ATIBAIA,62669900,1,1143.0,62,ATIBAIA,SÃO PAULO,DAEE-SP,-23.1053,-46.5558,2009/01/01,2014/06/05,6,1.0,1,83.3,POINT (-5182567.949473485 -2644757.868175416)
2558,ATIBAIA,62670000,1,1140.0,62,ATIBAIA,SÃO PAULO,ANA,-23.1056,-46.5569,1962/01/01,2014/12/31,53,0.8,51,3.8,POINT (-5182690.400913358 -2644794.1765270773)
2559,ITATIBA,62675100,1,1930.0,62,ITATIBA,SÃO PAULO,ANA,-22.9833,-46.8333,1945/12/15,1978/12/31,34,0.1,31,8.8,POINT (-5213459.10816862 -2629999.1799772745)
2560,BAIRRO DA PONTE,62676000,1,1930.0,62,ITATIBA,SÃO PAULO,DAEE-SP,-22.9831,-46.8294,1929/10/01,2018/07/31,90,0.0,88,2.2,POINT (-5213024.962154525 -2629974.996369381)
2561,NOSSA SENHORA DAS GRAÇAS ,62676100,1,95.0,62,ITATIBA,SÃO PAULO,DAEE-SP,-22.9833,-46.8333,1976/12/01,1987/07/31,12,17.2,7,41.7,POINT (-5213459.10816862 -2629999.1799772745)
2562,CAPTAÇÃO DE VALINHOS,62678150,1,2152.0,62,VALINHOS,SÃO PAULO,DAEE-SP,-22.9283,-46.9392,2009/01/01,2014/06/05,6,2.3,4,33.3,POINT (-5225247.842243627 -2623350.035325226)
2563,DESEMBARGADOR FURTADO,62680000,1,2490.0,62,CAMPINAS,SÃO PAULO,DAEE-SP,-22.7694,-46.9894,1944/05/01,2018/07/31,75,7.3,62,17.3,POINT (-5230836.08068145 -2604155.1873521)
2564,ACIMA DE PAULÍNEA,62690000,1,2730.0,62,LAVÍNIA,SÃO PAULO,DAEE-SP,-22.7444,-47.1361,1947/11/01,2018/07/31,72,12.8,51,29.2,POINT (-5247166.649980823 -2601137.2683170796)
2565,CARIOBA,62695000,1,7600.0,62,AMERICANA,SÃO PAULO,DAEE-SP,-22.7167,-47.35,1929/12/01,2016/07/20,88,34.7,45,48.9,POINT (-5270977.889061503 -2597794.058619181)
2566,PIRACICABA,62707000,1,8900.0,62,PIRACICABA,SÃO PAULO,ANA,-22.7167,-47.65,1931/08/01,1978/12/31,48,0.3,43,10.4,POINT (-5304373.736299486 -2597794.058619181)
2567,PCH LUIZ QUEIROZ JUSANTE,62707500,1,9050.0,62,PIRACICABA,SÃO PAULO,FLP,-22.7003,-47.7108,2016/12/07,2018/12/31,3,5.0,0,100.0,POINT (-5311141.961339717 -2595815.004312522)
2568,BATOVI,62708000,1,452.0,62,RIO CLARO,SÃO PAULO,DAEE-SP,-22.3928,-47.6022,1970/08/06,2014/10/02,45,51.9,17,62.2,POINT (-5299052.664639568 -2558751.369643454)
2569,RECREIO ,62709000,1,1580.0,62,PIRACICABA,SÃO PAULO,DAEE-SP,-22.5814,-47.6836,1972/10/26,2018/05/31,47,3.3,29,38.3,POINT (-5308114.071190139 -2581473.9332494726)
2570,ARTEMIS,62715000,1,10900.0,62,PIRACICABA,SÃO PAULO,DAEE-SP,-22.6792,-47.7753,1943/06/01,2018/07/31,76,0.1,73,3.9,POINT (-5318322.068495883 -2593269.1305125947)
2571,SÃO JOÃO,62721000,1,588.0,62,CONCHAS,SÃO PAULO,DAEE-SP,-23.0956,-48.2578,1971/01/01,2018/06/30,48,1.3,40,16.7,POINT (-5372033.722803637 -2643583.941839733)
2572,BARRA BONITA,62725000,1,33000.0,62,BARRA BONITA,SÃO PAULO,ANA,-22.5,-48.5667,1930/07/08,1966/07/31,37,0.0,35,5.4,POINT (-5406420.313509679 -2571663.0471736453)
2573,USINA LENÇÓIS,62728000,1,944.0,62,MACATUBA,SÃO PAULO,DAEE-SP,-22.5167,-48.65,1960/01/01,1980/12/31,21,8.7,14,33.3,POINT (-5415693.22709276 -2573675.3742007357)
2574,USINA LENÇÓIS,62728001,1,935.0,62,BARRA BONITA,SÃO PAULO,ANA,-22.5167,-48.65,1984/06/25,1987/12/22,4,4.7,2,50.0,POINT (-5415693.22709276 -2573675.3742007357)
2575,UHE BARRA BONITA BARRAMENTO,62729080,1,32800.0,62,BARRA BONITA,SÃO PAULO,AES TIETÊ,-22.5194,-48.5344,1995/01/01,2015/06/29,21,0.1,19,9.5,POINT (-5402824.693957056 -2574000.743315652)
2576,JAÚ,62742000,1,397.0,62,JAÚ,SÃO PAULO,DAEE-SP,-22.3006,-48.5417,1981/05/08,2016/12/30,36,33.3,15,58.3,POINT (-5403637.326239848 -2547654.3244387605)
2577,UHE BARIRI BARRAMENTO,62744080,1,36400.0,62,BORACÉIA,SÃO PAULO,AES TIETÊ,-22.1533,-48.7525,1995/01/01,2015/06/29,21,0.1,19,9.5,POINT (-5427103.474899069 -2529940.707408765)
2578,ACIMA DA REPRESA,62750500,1,113.0,62,BARIRI,SÃO PAULO,DAEE-SP,-22.4,-46.1667,1938/11/01,1948/09/30,11,0.0,9,18.2,POINT (-5139253.535605823 -2559618.2595014037)
2579,SÍTIO BRAGA  ,62751000,1,546.0,62,BROTAS,SÃO PAULO,DAEE-SP,-22.3,-48.1333,1939/04/16,1958/04/15,20,1.0,17,15.0,POINT (-5358174.446199874 -2547582.1334137623)
2580,BROTAS,62751100,1,532.0,62,BROTAS,SÃO PAULO,DAEE-SP,-22.2919,-48.1164,1980/10/29,2018/05/31,39,29.3,17,56.4,POINT (-5356293.146805468 -2546607.584918158)
2581,FAZENDA PAU D'ALHO ,62754000,1,2450.0,62,ITAJU,SÃO PAULO,DAEE-SP,-21.8833,-48.7333,1970/12/17,1979/01/29,10,0.3,7,30.0,POINT (-5424966.140675839 -2497519.758862875)
2582,RIBEIRÃO DO FEIJÃO,62760005,1,229.0,62,SÃO CARLOS,SÃO PAULO,ANA,-22.1544,-47.8814,1977/01/01,2014/12/31,38,2.3,36,5.3,POINT (-5330133.066469049 -2530072.9194525294)
2583,SIRIEMA,62760050,1,28.9,62,BROTAS,SÃO PAULO,ANA,-22.2667,-47.9,1977/01/01,1990/02/28,14,0.0,13,7.1,POINT (-5332203.608997804 -2543576.0173453963)
2584,MINERAÇÃO,62760070,1,53.3,62,ITIRAPINA,SÃO PAULO,ANA,-22.2497,-47.8631,1977/01/01,1985/04/23,9,0.0,8,11.1,POINT (-5328095.919787533 -2541531.220630819)
2585,CÓRREGO DO GERALDO,62760090,1,17.0,62,ITAPIRA,SÃO PAULO,ANA,-22.2056,-47.8694,1989/01/01,1991/09/30,3,0.0,2,33.3,POINT (-5328797.232579529 -2536227.9338023216)
2586,CÓRREGO DAS PERDIZES,62760110,1,11.6,62,BROTAS,SÃO PAULO,ANA,-22.1886,-47.9061,1977/01/20,1995/12/31,19,0.0,18,5.3,POINT (-5332882.657891643 -2534184.027992954)
2587,JACARÉ-AÇU 1,62760130,1,218.0,62,ITIRAPINA,SÃO PAULO,ANA,-22.165,-47.9019,1977/01/20,2014/12/31,38,2.0,36,5.3,POINT (-5332415.116030311 -2531347.0157579132)
2588,JACARÉ-AÇU 2,62760150,1,219.0,62,BROTAS,SÃO PAULO,ANA,-22.1583,-47.9003,1977/03/18,2014/12/31,38,2.0,36,5.3,POINT (-5332237.004845042 -2530541.679572331)
2589,USINA SANTA MARIA (ORQUÍDEA),62761800,1,45.1,62,SERTÃOZINHO,SÃO PAULO,ANA,-21.1803,-47.9567,1985/05/01,1990/05/31,6,11.8,2,66.7,POINT (-5338515.424125782 -2413390.467301023)
2590,PONTE PRETA,62763000,1,773.0,62,SÃO CARLOS,SÃO PAULO,ANA,-22.0833,-48.05,1978/03/01,1979/01/31,2,14.5,0,100.0,POINT (-5348901.532616795 -2521529.3363144095)
2591,VALE DA FERTILIDADE,62763500,1,587.0,62,BROTAS,SÃO PAULO,ANA,-22.1167,-47.9833,1978/06/14,1989/12/31,12,1.4,10,16.7,POINT (-5341476.5225808835 -2525542.2409766233)
2592,FAZENDA PAINEIRA ,62765000,1,614.0,62,SÃO CARLOS,SÃO PAULO,DAEE-SP,-22.0833,-47.9833,1969/09/01,1974/12/10,6,0.5,3,50.0,POINT (-5341476.5225808835 -2521529.3363144095)
2593,FAZENDA SANTO INÁCIO,62767500,1,795.0,62,RIBEIRÃO BONITO,SÃO PAULO,ANA,-22.0617,-48.0903,1987/05/01,2014/12/31,28,2.4,25,10.7,POINT (-5353387.708095764 -2518934.669851008)
2594,ALFREDO MAFFEI,62768000,1,17.8,62,SÃO CARLOS,SÃO PAULO,ANA,-22.0167,-47.9,1980/02/19,1984/05/31,5,10.1,1,80.0,POINT (-5332203.608997804 -2513530.387311895)
2595,SÍTIO DO SWAMI,62768500,1,136.0,62,SÃO CARLOS,SÃO PAULO,ANA,-22.0333,-47.9667,1978/02/01,1991/12/31,14,40.2,6,57.1,POINT (-5339628.619033716 -2515523.7670999505)
2596,FAZENDA SÃO JOSÉ,62770500,1,1070.0,62,SÃO CARLOS,SÃO PAULO,ANA,-22.0594,-48.09,1987/05/01,2014/12/31,28,6.1,21,25.0,POINT (-5353354.312248526 -2518658.409282533)
2597,FAZENDA PALMEIRAS,62772500,1,411.0,62,ARARAQUARA,SÃO PAULO,DAEE-SP,-21.865,-48.2803,1969/06/17,2018/05/31,50,7.4,37,26.0,POINT (-5374538.411346486 -2495324.5681867036)
2598,USINA ZANIN,62775100,1,283.0,62,ARARAQUARA,SÃO PAULO,ANA,-21.8667,-48.1833,1981/10/01,1989/09/30,9,52.7,2,77.8,POINT (-5363740.420739538 -2495528.4811453726)
2599,FAZENDA DO PORTO,62776600,1,2170.0,62,BOA ESPERANÇA DO SU,SÃO PAULO,ANA,-21.8572,-48.3894,1980/01/01,2014/12/31,35,13.6,21,40.0,POINT (-5386683.367792033 -2494388.998674584)
2600,BOA ESPERANÇA DO SUL,62776900,1,187.0,62,BOA ESPERANÇA DO SU,SÃO PAULO,DAEE-SP,-21.9917,-48.3881,1980/11/26,2018/05/31,39,2.9,30,23.1,POINT (-5386538.652454001 -2510528.7499147984)
2601,FAZENDA CANDOCA,62777000,1,2430.0,62,ARARAQUARA,SÃO PAULO,DAEE-SP,-21.9167,-48.4667,1960/01/01,1961/11/30,2,0.0,1,50.0,POINT (-5395288.364430353 -2501527.0080369953)
2602,ESTÂNCIA RECREIO,62777100,1,263.0,62,BOA ESPERANÇA DO SU,SÃO PAULO,ANA,-21.95,-48.4333,1978/06/15,1989/09/30,12,0.0,10,16.7,POINT (-5391570.293437857 -2505523.1952016787)
2603,PESQUEIRO,62777300,1,2880.0,62,ARARAQUARA,SÃO PAULO,ANA,-21.85,-48.5333,1979/08/24,1989/03/20,11,2.6,6,45.5,POINT (-5402702.242517184 -2493525.4413931607)
2604,MEIA LEGUA ,62777500,1,336.0,62,NOVA EUROPA,SÃO PAULO,DAEE-SP,-21.7875,-48.5611,1981/06/15,2018/03/31,38,19.9,26,31.6,POINT (-5405796.924361237 -2486031.110746389)
2605,FAZENDA BOA VISTA DE JACARÉ,62778000,1,3520.0,62,IBITINGA,SÃO PAULO,DAEE-SP,-21.8128,-48.8033,1970/11/24,2007/06/06,38,37.8,14,63.2,POINT (-5432758.505031368 -2489064.4215572216)
2606,SÍTIO ESPERANÇA ,62781000,1,338.0,62,IBITINGA,SÃO PAULO,DAEE-SP,-21.7833,-48.45,1980/11/26,2018/05/31,39,1.1,33,15.4,POINT (-5393429.328934104 -2485527.609006112)
2607,PORTO MONÇÕES,62788000,1,44700.0,62,IBITINGA,SÃO PAULO,DAEE-SP,-21.75,-48.9667,1953/11/01,1963/11/30,11,23.1,5,54.5,POINT (-5450948.1098269895 -2481536.081273684)
2608,UHE IBITINGA BARRAMENTO,62790080,1,44600.0,62,IBITINGA,SÃO PAULO,AES TIETÊ,-21.7575,-48.9914,1995/01/01,2015/06/29,21,0.1,19,9.5,POINT (-5453697.701249583 -2482434.9932004493)
2609,FAZENDA SANTA HELOISA,62795000,1,1360.0,62,BORBOREMA,SÃO PAULO,DAEE-SP,-21.5667,-48.9667,1971/01/01,1975/03/05,5,0.1,3,40.0,POINT (-5450948.1098269895 -2459581.2181053213)
2610,ITÁPOLIS ,62796000,1,26.0,62,ITÁPOLIS,SÃO PAULO,DAEE-SP,-21.6,-48.8167,1985/06/24,1989/03/07,5,18.1,2,60.0,POINT (-5434250.186207998 -2463567.673849856)
2611,FAZENDA NOSSA SENHORA APARECIDA ,62798000,1,952.0,62,ITÁPOLIS,SÃO PAULO,DAEE-SP,-21.6489,-48.8731,1980/09/23,2018/05/31,39,28.6,18,53.8,POINT (-5440528.605488738 -2469423.321700945)
2612,PORTO JOÃO PASSOS,62805000,1,47700.0,62,BORBOREMA,SÃO PAULO,DAEE-SP,-21.7333,-49.15,1943/09/23,1959/04/30,17,9.6,13,23.5,POINT (-5471352.972489396 -2479534.6726571666)
2613,REGINÓPOLIS,62810000,1,1900.0,62,REGINÓPOLIS,SÃO PAULO,DAEE-SP,-21.8906,-49.2389,1943/08/01,2018/05/31,76,28.5,45,40.8,POINT (-5481249.2752209185 -2498395.51458212)
2614,REGINÓPOLIS,62813000,1,1960.0,62,REGINÓPOLIS,SÃO PAULO,ANA,-21.8833,-49.2333,1952/06/05,1978/12/31,27,1.4,24,11.1,POINT (-5480625.886072475 -2497519.758862875)
2615,UHE PROMISSÃO BARRAMENTO,62820080,1,57700.0,62,PROMISSÃO,SÃO PAULO,AES TIETÊ,-21.2967,-49.7839,1995/01/01,2014/10/29,20,0.0,19,5.0,POINT (-5541918.397703253 -2427292.260427765)
2616,UHE NOVA AVANHANDAVA RIBEIRÃO DOS PATOS,62823000,1,549.9,62,PROMISSÃO,SÃO PAULO,AES TIETÊ,-21.3572,-49.8444,2015/02/05,2018/12/31,4,4.1,2,50.0,POINT (-5548653.226896246 -2434522.1939738)
