,Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD,geometry
1728,ESTRADA DO CUNHA,58030000,1,796.0,58,CUNHA,SÃO PAULO,ANA,-22.9939,-45.0439,1934/03/21,2019/12/31,86,0.1,82,4.7,POINT (-5014264.0113431355 -2631280.9624407315)
1729,FAZENDA CUME,58033000,1,94.5,58,CUNHA,SÃO PAULO,DAEE-SP,-23.0056,-44.9144,1958/10/01,1972/12/17,15,2.1,11,26.7,POINT (-4999848.137285407 -2632695.8769066567)
1730,BAIRRO FAXINAL,58035000,1,47.3,58,LAGOINHA,SÃO PAULO,DAEE-SP,-23.0736,-45.2,1959/03/10,1975/02/19,17,0.5,14,17.6,POINT (-5031640.9838559665 -2640921.742513468)
1731,SÃO LUÍS DO PARAITINGA,58040000,1,1950.0,58,SÃO LUÍS DO PARAITI,SÃO PAULO,ANA,-23.2386,-45.3067,1988/02/13,2019/12/31,32,0.3,27,15.6,POINT (-5043518.773523607 -2660898.887763142)
1732,SÃO LUÍS DO PARAITINGA,58040100,1,1940.0,58,SÃO LUÍS DO PARAITI,SÃO PAULO,ANA,-23.2167,-45.3,1930/08/18,1974/12/31,45,0.0,44,2.2,POINT (-5042772.932935293 -2658245.9579968536)
1733,SÃO LUÍS DO PARAITINGA,58040200,1,1950.0,58,SÃO LUÍS DO PARAITI,SÃO PAULO,ANA,-23.2394,-45.3053,1973/01/01,1995/12/31,23,34.3,14,39.1,POINT (-5043362.926236497 -2660995.806680362)
1734,PONTE DOS MINEIROS,58045000,1,2430.0,58,NATIVIDADE DA SERRA,SÃO PAULO,ANA,-23.3272,-45.4694,1951/01/01,1974/12/31,24,0.0,24,0.0,POINT (-5061630.4546756735 -2671636.195155082)
1735,PONTE ALTA 1,58060000,1,277.0,58,SÃO LUÍS DO PARAITI,SÃO PAULO,ANA,-23.33,-45.1436,1933/08/29,2019/12/31,87,0.3,83,4.6,POINT (-5025362.564575225 -2671975.639721575)
1736,PONTE ALTA 2,58065000,1,23.0,58,SÃO LUÍS DO PARAITI,SÃO PAULO,ANA,-23.3453,-45.1394,1935/02/01,1979/01/31,45,3.4,38,15.6,POINT (-5024895.022713893 -2673830.588203806)
1737,UHE PARAIBUNA FAZENDA PALMEIRAS,58068000,1,437.0,58,NATIVIDADE DA SERRA,SÃO PAULO,CESP,-23.4211,-45.2889,1964/11/01,1983/12/31,20,4.8,17,15.0,POINT (-5041537.286587487 -2683023.620684346)
1738,BAIRRO ALTO,58070000,1,585.0,58,NATIVIDADE DA SERRA,SÃO PAULO,ANA,-23.4736,-45.3542,1938/10/01,1974/01/20,37,14.2,30,18.9,POINT (-5048806.4493362885 -2689393.9141854965)
1739,NATIVIDADE DA SERRA 2,58075000,1,141.0,58,NATIVIDADE DA SERRA,SÃO PAULO,ANA,-23.3875,-45.4417,1939/06/20,1974/01/31,36,14.7,28,22.2,POINT (-5058546.904780699 -2678947.9599927426)
1740,NATIVIDADE DA SERRA 1,58078000,1,708.0,58,NATIVIDADE DA SERRA,SÃO PAULO,ANA,-23.3931,-45.4611,1935/10/01,1974/02/21,40,2.4,37,7.5,POINT (-5060706.50290209 -2679627.164949385)
1741,VARGINHA,58082000,1,414.0,58,PARAIBUNA,SÃO PAULO,ANA,-23.4542,-45.5458,1953/05/16,1961/01/25,9,0.0,7,22.2,POINT (-5070135.263772279 -2687039.6441176557)
1742,BAIRRO DO CARACOL,58087000,1,1480.0,58,PARAIBUNA,SÃO PAULO,ANA,-23.4111,-45.6389,1953/08/07,1958/12/31,6,0.0,5,16.7,POINT (-5080499.108365133 -2681810.518290538)
1743,UHE PARAIBUNA JUSANTE,58087300,1,4150.0,58,PARAIBUNA,SÃO PAULO,CESP,-23.4144,-45.6081,1969/09/01,2012/12/31,44,41.0,8,81.8,POINT (-5077070.4680487 -2682210.831944174)
1744,ESTRADA DE PARAIBUNA,58088000,1,4350.0,58,PARAIBUNA,SÃO PAULO,ANA,-23.3583,-45.6917,1950/01/01,1958/12/31,9,6.5,8,11.1,POINT (-5086376.777479018 -2675406.8562221453)
1745,UHE SANTA BRANCA,58093080,1,4920.0,58,SANTA BRANCA,SÃO PAULO,LIGHT,-23.3667,-45.8833,1995/01/01,2015/06/29,21,0.1,19,9.5,POINT (-5107705.591915009 -2676425.4500075374)
1746,UHE SANTA BRANCA JUSANTE,58096000,1,4920.0,58,JACAREÍ,SÃO PAULO,LIGHT,-23.3672,-45.8778,1956/11/09,2012/12/31,57,0.6,49,14.0,POINT (-5107093.334715646 -2676486.082624288)
1747,SANTA BRANCA,58097000,1,4940.0,58,SANTA BRANCA,SÃO PAULO,CESP,-23.3667,-45.9,1965/01/01,1972/12/31,8,0.5,6,25.0,POINT (-5109564.627411257 -2676425.4500075374)
1748,SANTA BRANCA,58099000,1,4940.0,58,SANTA BRANCA,SÃO PAULO,ANA,-23.3689,-45.9003,1952/06/10,2019/12/31,68,4.4,62,8.8,POINT (-5109598.023258495 -2676692.235231292)
1749,GUARAREMA,58105000,1,5210.0,58,GUARAREMA,SÃO PAULO,ANA,-23.4153,-46.025,1932/01/01,1980/03/12,49,1.7,46,6.1,POINT (-5123479.563760416 -2682320.0101279193)
1750,GUARAREMA,58105200,1,5210.0,58,GUARAREMA,SÃO PAULO,CESP,-23.4167,-46.0167,1965/02/01,1972/12/31,8,0.5,4,50.0,POINT (-5122555.611986832 -2682489.8443343923)
1751,UHE SANTA BRANCA GUARAREMA,58105300,1,5210.0,58,GUARAREMA,SÃO PAULO,LIGHT,-23.4153,-46.0244,1998/01/01,2015/12/31,18,0.0,18,0.0,POINT (-5123412.77206594 -2682320.0101279193)
1752,LUIZ CARLOS - RÉGUA VELHA,58107100,1,46.0,58,GUARAREMA,SÃO PAULO,ANA,-23.45,-46.05,1934/02/22,1942/12/31,9,0.0,8,11.1,POINT (-5126262.5510302475 -2686530.002335123)
1753,UHE SANTA BRANCA JACAREÍ,58110000,1,5470.0,58,JACAREÍ,SÃO PAULO,LIGHT,-23.3106,-45.9711,1931/03/01,1972/07/31,42,0.2,39,7.1,POINT (-5117479.443206659 -2669623.920676502)
1754,JACAREÍ,58110002,1,5470.0,58,JACAREÍ,SÃO PAULO,ANA,-23.3078,-45.975,2000/01/01,2019/06/30,20,3.1,16,20.0,POINT (-5117913.589220753 -2669284.5256496808)
1755,IGARATA 2,58118000,1,481.0,58,IGARATA,SÃO PAULO,ANA,-23.2083,-46.1278,1950/06/01,1968/12/31,19,0.0,18,5.3,POINT (-5134923.207413965 -2657228.5113267433)
1756,USINA DO TURVO,58122000,1,352.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,ANA,-23.0944,-46.0222,1952/07/29,1969/12/31,18,0.0,16,11.1,POINT (-5123167.869186195 -2643438.7197311423)
1757,IGARATA 1,58126000,1,692.0,58,IGARATA,SÃO PAULO,ANA,-23.1861,-46.0917,1935/12/12,1969/05/31,35,0.0,33,5.7,POINT (-5130904.573796328 -2654539.852918032)
1758,FAZENDA SÃO JOÃO,58128000,1,1270.0,58,IGARATA,SÃO PAULO,ANA,-23.2125,-46.0694,1950/06/23,1966/12/31,17,0.0,16,5.9,POINT (-5128422.149151638 -2657737.2266654326)
1759,UHE JAGUARI BARRAMENTO,58128100,1,1300.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,CESP,-23.1936,-46.0258,1995/01/01,2015/06/29,21,0.1,19,9.5,POINT (-5123568.61935305 -2655448.1335301185)
1760,UHE JAGUARI JUSANTE,58128200,1,1300.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,CESP,-23.1992,-46.0183,1964/03/01,1978/12/31,15,46.0,6,60.0,POINT (-5122733.723172101 -2656126.3496057247)
1761,FAZENDA BARBOSA,58129000,1,1290.0,58,IGARATA,SÃO PAULO,ANA,-23.1972,-46.0389,1954/01/01,1960/12/31,7,0.0,7,0.0,POINT (-5125026.904682443 -2655884.1263177753)
1762,BAIRRO TABOÃO  ,58132000,1,175.0,58,MOGI DAS CRUZES,SÃO PAULO,DAEE-SP,-23.35,-46.2,1969/01/01,1973/02/27,5,4.1,3,40.0,POINT (-5142960.474649239 -2674400.4518977026)
1763,BAIRRO REMEDINHO ,58138000,1,367.0,58,JACAREÍ,SÃO PAULO,DAEE-SP,-23.2333,-46.0333,1961/09/11,1973/01/27,13,12.0,5,61.5,POINT (-5124403.5155340005 -2660256.8146121018)
1764,FAZENDA IGACABA  ,58140100,1,7890.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,DAEE-SP,-23.1544,-45.8911,1958/08/01,1989/11/30,32,17.6,24,25.0,POINT (-5108573.883943196 -2650701.415750382)
1765,MONTEIRO LOBATO,58141000,1,146.0,58,MONTEIRO LOBATO,SÃO PAULO,CESP,-22.95,-45.85,1965/08/03,1972/12/31,8,17.9,2,75.0,POINT (-5103998.652871594 -2625973.1022546836)
1766,BARRAGEM BUQUIRA,58141800,1,392.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,CESP,-23.1167,-45.9167,1964/10/08,1974/09/30,11,5.9,5,54.5,POINT (-5111423.6629075045 -2646137.6425709594)
1767,BUQUIRINHA,58142000,1,392.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,ANA,-23.1139,-45.9125,1932/02/18,1972/07/31,41,0.0,39,4.9,POINT (-5110956.121046172 -2645798.7397594713)
1768,BUQUIRINHA II,58142200,1,407.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,ANA,-23.1247,-45.9072,1979/01/14,2019/12/31,41,0.0,39,4.9,POINT (-5110366.127744969 -2647105.9752791757)
1769,PARARANGABA  ,58147000,1,50.0,58,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,DAEE-SP,-23.1833,-45.8,1960/02/19,2011/12/31,52,35.4,30,42.3,POINT (-5098432.678331929 -2654200.7745448784)
1770,BAIRRO SANTA LUZIA  ,58148000,1,62.2,58,CAÇAPAVA,SÃO PAULO,DAEE-SP,-23.15,-45.75,1970/01/01,1975/12/27,6,0.0,5,16.7,POINT (-5092866.703792266 -2650168.7076353775)
1771,CAÇAPAVA,58152000,1,8360.0,58,CAÇAPAVA,SÃO PAULO,ANA,-23.0792,-45.7111,1933/08/01,1975/04/30,43,3.4,39,9.3,POINT (-5088536.375600408 -2641599.351919122)
1772,PARQUE MOÇOTA,58152010,1,8360.0,58,CAÇAPAVA,SÃO PAULO,ANA,-23.0778,-45.7111,2006/06/03,2014/12/31,9,0.0,8,11.1,POINT (-5088536.375600408 -2641429.9469223325)
1773,CAÇAPAVA,58152100,1,8490.0,58,CAÇAPAVA,SÃO PAULO,CESP,-23.0667,-45.7,1964/10/13,1971/12/31,8,11.4,3,62.5,POINT (-5087300.729252602 -2640086.869719686)
1774,CERÂMICA QUIRINO ,58155000,1,30.5,58,CAÇAPAVA,SÃO PAULO,DAEE-SP,-23.0711,-45.6689,1957/11/23,1998/12/31,42,4.6,34,19.0,POINT (-5083838.693088932 -2640619.2474237294)
1775,QUIRIRIM ,58156000,1,48.1,58,TAUBATÉ,SÃO PAULO,DAEE-SP,-23.0333,-45.6333,1972/01/25,1976/01/31,5,0.0,3,40.0,POINT (-5079875.71921669 -2636046.2063374524)
1776,ATERRO VELHO DA EFCB,58157000,1,22.2,58,TAUBATÉ,SÃO PAULO,DAEE-SP,-23.0,-45.6,1972/11/27,1976/01/31,5,0.0,3,40.0,POINT (-5076168.780173275 -2632018.6375864246)
1777,TREMEMBÉ,58158000,1,8860.0,58,TREMEMBÉ,SÃO PAULO,ANA,-22.9606,-45.5528,1934/07/04,1971/12/31,38,6.0,33,13.2,POINT (-5070914.500207832 -2627254.568968434)
1778,TREMEMBÉ,58158100,1,8860.0,58,TREMEMBÉ,SÃO PAULO,FURNAS,-22.9597,-45.5539,2000/01/01,2009/01/30,10,0.0,9,10.0,POINT (-5071036.9516477045 -2627145.7612895644)
1779,FAZENDA KANEGAI  ,58165000,1,161.0,58,TREMEMBÉ,SÃO PAULO,DAEE-SP,-22.9042,-45.5528,1969/11/01,1998/01/31,30,8.3,22,26.7,POINT (-5070914.500207832 -2620437.352063453)
1780,FAZENDA SANTA CLARA ,58165500,1,118.0,58,TAUBATÉ,SÃO PAULO,DAEE-SP,-23.1333,-45.4667,1972/03/29,1977/12/31,6,0.0,5,16.7,POINT (-5061329.892050532 -2648146.9973397483)
1781,BAIRRO RIBEIRÃO DAS ALMAS,58166000,1,84.0,58,TAUBATÉ,SÃO PAULO,DAEE-SP,-23.15,-45.4167,1954/02/01,1972/04/30,19,0.0,17,10.5,POINT (-5055763.917510867 -2650168.7076353775)
1782,REMÉDIOS,58170000,1,357.0,58,TAUBATÉ,SÃO PAULO,ANA,-23.0597,-45.5028,1933/10/18,1942/12/31,10,0.1,8,20.0,POINT (-5065348.525668169 -2639239.94106994)
1783,BAIRRO DOS REMÉDIOS ,58170100,1,347.0,58,TAUBATÉ,SÃO PAULO,DAEE-SP,-23.0667,-45.4833,1957/06/01,1967/03/31,11,0.4,8,27.3,POINT (-5063177.7955977 -2640086.869719686)
1784,VIVEIRO FLORESTAL,58172000,1,17.7,58,TAUBATÉ,SÃO PAULO,DAEE-SP,-23.1833,-45.4667,1960/06/01,1972/11/30,13,0.7,10,23.1,POINT (-5061329.892050532 -2654200.7745448784)
1785,FAZENDA MODELO,58177000,1,465.0,58,TREMEMBÉ,SÃO PAULO,DAEE-SP,-22.9756,-45.5047,1954/01/19,1978/02/27,25,7.7,14,44.0,POINT (-5065560.0327006765 -2629068.136915423)
1786,PONTE DE PINDAMONHANGABA,58182500,1,9600.0,58,PINDAMONHANGABA,SÃO PAULO,DAEE-SP,-22.9119,-45.4711,1983/02/01,2000/07/31,18,0.9,16,11.1,POINT (-5061819.697810022 -2621367.904108641)
1787,PINDAMONHANGABA,58183000,1,9600.0,58,PINDAMONHANGABA,SÃO PAULO,ANA,-22.9117,-45.47,1926/01/01,2019/10/31,94,0.1,92,2.1,POINT (-5061697.24637015 -2621343.7332571065)
1788,PINDAMONHANGABA ,58185000,1,79.6,58,PINDAMONHANGABA,SÃO PAULO,DAEE-SP,-22.9256,-45.4436,1955/01/29,1998/12/31,44,2.5,40,9.1,POINT (-5058758.411813207 -2623023.6923464704)
1789,BAIRRO ÁGUA PRETA ,58190500,1,20.7,58,PINDAMONHANGABA,SÃO PAULO,DAEE-SP,-22.9,-45.4167,1976/04/28,1979/02/28,4,0.0,2,50.0,POINT (-5055763.917510867 -2619929.8004916054)
1790,VÁRZEA DO PARAÍBA,58192000,1,9770.0,58,PINDAMONHANGABA,SÃO PAULO,DAEE-SP,-22.8742,-45.4064,1959/03/01,1999/12/31,41,0.4,39,4.9,POINT (-5054617.326755697 -2616812.328342972)
1791,FAZENDA SAPUCAIA  ,58194000,1,117.0,58,PINDAMONHANGABA,SÃO PAULO,DAEE-SP,-22.8167,-45.3667,1957/09/24,1975/05/31,19,0.0,17,10.5,POINT (-5050197.942971204 -2609866.6030615875)
1792,PIRAPITINGUI  ,58198000,1,66.9,58,ROSEIRA,SÃO PAULO,DAEE-SP,-22.9336,-45.3175,1973/08/01,1989/02/28,17,0.0,15,11.8,POINT (-5044721.0240241755 -2623990.6534243124)
1793,FAZENDA NATAL ,58200000,1,65.3,58,GUARATINGUETÁ,SÃO PAULO,DAEE-SP,-22.7833,-45.3167,1971/01/01,1976/01/31,6,0.0,5,16.7,POINT (-5044631.96843154 -2605833.389392793)
1794,POTIM,58201000,1,10300.0,58,GUARATINGUETÁ,SÃO PAULO,DAEE-SP,-22.8439,-45.2519,1969/11/01,2001/10/31,33,1.3,31,6.1,POINT (-5037418.465428136 -2613151.8671066053)
1795,GUARATINGUETÁ,58204000,1,10800.0,58,GUARATINGUETÁ,SÃO PAULO,ANA,-22.8119,-45.1825,1922/11/20,2019/12/31,98,0.0,96,2.0,POINT (-5029692.892767083 -2609286.918715769)
1796,BAIRRO RIO COMPRIDO ,58206000,1,10800.0,58,GUARATINGUETÁ,SÃO PAULO,DAEE-SP,-22.7933,-45.1783,1953/06/01,1981/12/31,29,0.0,28,3.4,POINT (-5029225.350905752 -2607040.8347533224)
1797,PILÕES,58207000,1,83.0,58,GUARATINGUETÁ,SÃO PAULO,ANA,-22.6819,-45.2922,1935/01/01,1961/03/14,27,0.3,25,7.4,POINT (-5041904.640907106 -2593594.8839655034)
1798,COLÔNIA PIAGUI ,58211000,1,171.0,58,GUARATINGUETÁ,SÃO PAULO,DAEE-SP,-22.7369,-45.2031,1971/01/01,2002/12/31,32,1.3,29,9.4,POINT (-5031986.074277424 -2600232.0002789414)
1799,LORENA / PIQUETE ,58214000,1,11200.0,58,LORENA,SÃO PAULO,DAEE-SP,-22.6997,-45.1186,1964/12/01,1992/12/31,29,31.7,19,34.5,POINT (-5022579.577305393 -2595742.6043810286)
1800,FAZENDA SANTA CATARINA ,58215000,1,36.4,58,LORENA,SÃO PAULO,DAEE-SP,-22.6983,-45.1358,1969/03/01,1999/12/31,31,7.1,26,16.1,POINT (-5024494.272547037 -2595573.6724408646)
1801,PITEU ,58217500,1,39.4,58,CACHOEIRA PAULISTA,SÃO PAULO,DAEE-SP,-22.6731,-45.0172,1973/07/01,1997/10/31,25,0.0,23,8.0,POINT (-5011291.780938955 -2592533.192623932)
1802,UHE FUNIL MONTANTE 2,58218000,1,11500.0,58,CACHOEIRA PAULISTA,SÃO PAULO,FURNAS,-22.6617,-45.0125,1922/11/14,2016/12/31,95,9.5,83,12.6,POINT (-5010768.579332227 -2591157.9210260403)
1803,CACHOEIRA PAULISTA,58218100,1,11500.0,58,CACHOEIRA PAULISTA,SÃO PAULO,CESP,-22.65,-45.0167,1965/02/01,1972/12/31,8,0.6,6,25.0,POINT (-5011236.121193559 -2589746.5768629797)
1804,FAZENDA SANTA CLARA,58220000,1,240.0,58,CACHOEIRA PAULISTA,SÃO PAULO,ANA,-22.6925,-44.9753,1935/12/01,2019/12/31,85,0.1,82,3.5,POINT (-5006627.494274717 -2594873.82993729)
1805,EMBAU ,58227000,1,179.0,58,CACHOEIRA PAULISTA,SÃO PAULO,DAEE-SP,-22.5975,-45.0356,1970/01/01,1996/12/31,27,4.9,24,11.1,POINT (-5013340.059569552 -2583415.1016286253)
1806,PASSA VINTE ,58228000,1,64.1,58,CRUZEIRO,SÃO PAULO,DAEE-SP,-22.5667,-45.0333,1969/05/21,1981/02/25,13,32.6,7,46.2,POINT (-5013084.024740727 -2579701.7602304188)
1807,CRUZEIRO,58230000,1,12200.0,58,CRUZEIRO,SÃO PAULO,ANA,-22.5892,-44.9558,1934/01/03,1980/03/20,47,0.0,45,4.3,POINT (-5004456.764204249 -2582414.3467332684)
1808,CRUZEIRO ,58230100,1,12200.0,58,CRUZEIRO,SÃO PAULO,DAEE-SP,-22.5856,-44.955,1971/01/01,2001/11/30,31,0.0,30,3.2,POINT (-5004367.708611613 -2581980.3031235174)
1809,CRUZEIRO,58230200,1,12200.0,58,CRUZEIRO,SÃO PAULO,LIGHT,-22.5833,-44.95,1970/08/21,1995/12/27,26,4.2,19,26.9,POINT (-5003811.111157647 -2581703.003423043)
1810,UHE FUNIL MONTANTE 1,58235000,1,12800.0,58,QUELUZ,SÃO PAULO,FURNAS,-22.5403,-44.7739,1934/10/30,2016/12/31,83,12.0,69,16.9,POINT (-4984207.748828951 -2576519.556414524)
1811,QUELUZ,58235100,1,12800.0,58,QUELUZ,SÃO PAULO,ANA,-22.54,-44.7728,1934/10/30,2019/12/31,86,9.3,76,11.6,POINT (-4984085.297389079 -2576483.398505879)
1819,BANANAL,58285000,1,67.0,58,BANANAL,SÃO PAULO,ANA,-22.6861,-44.3264,1935/12/01,1940/12/31,6,0.0,5,16.7,POINT (-4934392.276698961 -2594101.624311534)
1959,FAZENDA DAS GARRAFAS,59355000,1,21.0,59,SÃO JOSÉ DO BARREIR,SÃO PAULO,ANA,-22.7356,-44.6167,1978/02/05,2019/12/31,42,0.0,40,4.8,POINT (-4966708.324876249 -2600075.0922025507)
1960,FAZENDA DA POSSE,59360000,1,21.0,59,SÃO JOSÉ DO BARREIR,SÃO PAULO,ANA,-22.7333,-44.6167,1967/09/06,1978/02/14,12,1.5,9,25.0,POINT (-4966708.324876249 -2599797.4892603285)
2244,FAZENDA DA GUARDA,61250000,1,109.0,61,CAMPOS DO JORDÃO,SÃO PAULO,ANA,-22.6878,-45.4797,1934/09/15,2014/12/31,81,0.1,79,2.5,POINT (-5062777.045430845 -2594306.7379136174)
2245,PARQUE ESTADUAL,61250100,1,109.0,61,CAMPOS DO JORDÃO,SÃO PAULO,DAEE-SP,-22.6881,-45.4789,1980/08/08,2018/03/31,39,7.4,30,23.1,POINT (-5062687.98983821 -2594342.9346957346)
2246,VILA MARIA,61255000,1,29.8,61,SÃO BENTO DO SAPUCA,SÃO PAULO,ANA,-22.4964,-45.2456,1941/01/11,1965/12/31,25,0.8,19,24.0,POINT (-5036717.152636139 -2571229.2839629836)
2261,SÃO BENTO DO SAPUCAÍ,61320000,1,475.0,61,SÃO BENTO DO SAPUCA,SÃO PAULO,ANA,-22.6858,-45.7353,1937/04/18,2014/12/31,78,1.7,71,9.0,POINT (-5091230.307277605 -2594065.4280576115)
2326,RIFAINA,61730000,1,61400.0,61,RIFAINA,SÃO PAULO,ANA,-20.0833,-47.3833,1930/01/01,1957/02/25,28,26.5,17,39.3,POINT (-5274684.82810492 -2282901.5707993465)
2328,UHE LUIZ CARLOS BARRETO DE CARVALHO BARRAMENTO,61731080,1,61100.0,61,PEDREGULHO,SÃO PAULO,FURNAS,-20.1533,-47.2794,1990/01/01,2015/06/29,26,0.0,24,7.7,POINT (-5263118.733011499 -2291200.2865507696)
2331,CANINDÉ,61756000,1,1260.0,61,ITUVERAVA,SÃO PAULO,ANA,-20.1667,-47.8833,1966/07/03,1982/08/03,17,1.6,13,23.5,POINT (-5330344.573501556 -2292789.321790932)
2334,PCH DOURADOS SANTO ANTÔNIO DA ALEGRIA,61772000,1,449.0,61,SANTO ANTÔNIO DA AL,SÃO PAULO,CHIMAY,-21.0856,-47.1494,2004/01/01,2018/05/31,15,11.0,11,26.7,POINT (-5248647.199208373 -2402088.4050411806)
2335,COBIÇA,61774000,1,825.0,61,ALTINÓPOLIS,SÃO PAULO,CETESB-SP,-21.0861,-47.1489,1967/07/01,1983/06/04,17,0.0,15,11.8,POINT (-5248591.539462976 -2402148.059076883)
2336,PATROCÍNIO PAULISTA,61776800,1,275.0,61,PATROCINIO PAULISTA,SÃO PAULO,ANA,-20.6328,-47.2836,2011/06/22,2018/04/30,8,34.3,3,62.5,POINT (-5263586.27487283 -2348147.3823231626)
2337,BATATAIS,61777000,1,202.0,61,BATATAIS,SÃO PAULO,DAEE-SP,-20.8672,-47.5342,1980/11/01,2007/07/31,28,7.6,21,25.0,POINT (-5291482.939265625 -2376050.632882038)
2338,FAZENDA N.S. DAS GRAÇAS,61780000,1,3350.0,61,BATATAIS,SÃO PAULO,ANA,-20.7333,-47.55,1966/07/03,1981/01/31,16,0.0,14,12.5,POINT (-5293241.787220159 -2360105.725429827)
2339,FAZENDA VELHA (CPFL),61780500,1,3870.0,61,NUPORANGA,SÃO PAULO,DAEE-SP,-20.6828,-47.6236,1929/08/14,1946/09/30,18,0.2,16,11.1,POINT (-5301434.901742544 -2354095.816917394)
2340,FAZENDA SILVANA,61781000,1,3690.0,61,NUPORANGA,SÃO PAULO,ANA,-20.7167,-47.6,1977/01/09,1977/11/20,1,0.0,0,100.0,POINT (-5298807.761759822 -2358129.9701776034)
2341,USINA DOURADOS,61782000,1,3860.0,61,NUPORANGA,SÃO PAULO,ANA,-20.6833,-47.6167,1937/10/12,1976/11/30,40,25.8,25,37.5,POINT (-5300666.797256069 -2354155.3111519055)
2342,BURITI ,61782500,1,83.0,61,SÃO JOSÉ DA BELA VI,SÃO PAULO,DAEE-SP,-20.615,-47.6878,1980/11/01,2001/12/31,22,2.7,19,13.6,POINT (-5308581.613051471 -2346030.2115988)
2343,SÍTIO CACHOEIRA,61783000,1,258.0,61,SÃO JOSÉ DA BELA VI,SÃO PAULO,DAEE-SP,-20.6014,-47.7006,1980/08/01,1996/08/31,17,3.7,13,23.5,POINT (-5310006.502533626 -2344412.76475615)
2344,SÍTIO SANTA FÉ,61783500,1,4660.0,61,SÃO JOAQUIM DA BARR,SÃO PAULO,DAEE-SP,-20.5444,-47.8211,1971/01/15,1981/08/02,11,2.1,6,45.5,POINT (-5323420.501174215 -2337635.328164548)
2345,GUARÁ,61785000,1,267.0,61,GUARÁ,SÃO PAULO,DAEE-SP,-20.4225,-47.8811,1980/11/01,2001/05/31,22,0.0,20,9.1,POINT (-5330099.670621811 -2323149.593908993)
2346,UHE PORTO COLÔMBIA RIO SAPUCAÍ PAULISTA,61787000,1,5890.0,61,MIGUELÓPOLIS,SÃO PAULO,FURNAS,-20.2497,-48.1561,2000/01/01,2016/12/31,17,0.9,16,5.9,POINT (-5360712.530589962 -2302634.8988835)
2347,FAZENDA SÃO DOMINGOS,61787500,1,6270.0,61,GUAÍRA,SÃO PAULO,DAEE-SP,-20.2025,-48.29,1969/10/22,2002/12/31,34,0.7,30,11.8,POINT (-5375618.210407181 -2297035.324510926)
2348,FAZENDA SÃO DOMINGOS,61788000,1,6260.0,61,MIGUELÓPOLIS,SÃO PAULO,ANA,-20.2042,-48.2892,1938/05/04,2019/08/31,82,28.0,46,43.9,POINT (-5375529.154814546 -2297236.9746044497)
2357,BOM JESUS,61811000,1,378.0,61,CACONDE,SÃO PAULO,AES TIETÊ,-21.5314,-46.6186,1968/04/01,1993/12/31,26,23.3,19,26.9,POINT (-5189558.8134953035 -2455356.3353605173)
2358,UHE CACONDE BARRAMENTO,61811080,1,2560.0,61,CACONDE,SÃO PAULO,AES TIETÊ,-21.575,-46.6236,1990/01/01,2015/06/29,26,0.0,24,7.7,POINT (-5190115.41094927 -2460574.753466401)
2359,UHE EUCLIDES DA CUNHA ABAIXO CACONDE,61812000,1,2560.0,61,CACONDE,SÃO PAULO,AES TIETÊ,-21.5583,-46.6583,1964/02/01,1976/12/31,13,0.0,12,7.7,POINT (-5193978.197279796 -2458575.770356667)
2361,SÃO JOSÉ DO RIO PARDO,61817000,1,4090.0,61,SÃO JOSÉ DO RIO PAR,SÃO PAULO,ANA,-21.6,-46.9,1938/01/01,1979/12/31,42,0.8,41,2.4,POINT (-5220884.11820453 -2463567.673849856)
2362,SÃO JOSÉ DO RIO PARDO,61817002,1,4060.0,61,SÃO JOSÉ DO RIO PAR,SÃO PAULO,DAEE-SP,-21.5833,-46.8833,1944/06/01,1968/03/21,25,0.0,23,8.0,POINT (-5219025.082708282 -2461568.345740753)
2363,UHE EUCLIDES DA CUNHA SÃO JOSÉ DO RIO PARDO,61817004,1,4060.0,61,SÃO JOSÉ DO RIO PAR,SÃO PAULO,AES TIETÊ,-21.5739,-46.8803,1964/02/01,1976/12/31,13,0.0,12,7.7,POINT (-5218691.124235903 -2460443.076834345)
2364,UHE EUCLIDES DA CUNHA BARRAMENTO,61818080,1,4350.0,61,SÃO JOSÉ DO RIO PAR,SÃO PAULO,AES TIETÊ,-21.6014,-46.9494,1990/01/01,2015/06/29,26,0.0,24,7.7,POINT (-5226383.301049718 -2463735.2926736884)
2365,UHE LIMOEIRO BARRAMENTO,61819080,1,4430.0,61,SÃO JOSÉ DO RIO PAR,SÃO PAULO,AES TIETÊ,-21.6253,-47.0094,1990/01/01,2015/06/29,26,0.0,24,7.7,POINT (-5233062.470497315 -2466597.0357160103)
